"Year","EventType","Actor1","Actor2","Country","Region","Location","ConflictLat","ConflictLong","StationID","YrMoDy","MaxTemp","StationName","StationLong","StationLat","TempCat"
2008,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20080827,104,"KHARTOUM",32.54,15.6,"M"
2009,"Battles","JEM: Justice and Equality Movement","Military Forces of Sudan (1989-)","Sudan","Darfur","Abaka",14.33,22.54,627700,20090525,104,"GENINA",22.45,13.48,"H"
2010,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Unidentified Armed Group (Sudan)","Sudan","Upper Nile","Fathai",8.08,31.79,628400,20100425,104,"MALKAL",31.64,9.55,"H"
2010,"Battles","Nuer Ethnic Group","Dinka Ethnic Group (Sudan)","Sudan","Bahr el Ghazal","Billing",6.93,29.23,628400,20100425,104,"MALKAL",31.64,9.55,"H"
2010,"Battles","Nuer Ethnic Group","Dinka Ethnic Group (Sudan)","Sudan","Bahr el Ghazal","Billing",6.93,29.23,628400,20100425,104,"MALKAL",31.64,9.55,"H"
2010,"Battles","Nuer Ethnic Group","Dinka Ethnic Group (Sudan)","Sudan","Bahr el Ghazal","Billing",6.93,29.23,628400,20100425,104,"MALKAL",31.64,9.55,"H"
2010,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Unidentified Armed Group (Sudan)","Sudan","Upper Nile","Doleib",8.35,30.89,628400,20100425,104,"MALKAL",31.64,9.55,"H"
2010,"Riots","Rioters (Sudan)","","Sudan","Upper Nile","Meshra` Bentiu",9.23,29.83,628400,20100425,104,"MALKAL",31.64,9.55,"H"
2010,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Upper Nile","Meshra` Bentiu",9.23,29.83,628400,20100425,104,"MALKAL",31.64,9.55,"H"
2010,"Battles","Military Forces of Sudan (1989-)","JEM: Justice and Equality Movement","Sudan","Darfur","Jabal Mun",14.13,22.7,627700,20100510,104,"GENINA",22.45,13.48,"H"
2010,"Battles","Military Forces of Sudan (1989-)","JEM: Justice and Equality Movement","Sudan","Darfur","Jabal Mun",14.13,22.7,627700,20100510,104,"GENINA",22.45,13.48,"H"
2010,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Aid workers)","Sudan","Darfur","Abu Ajura",11.6,24.66,627900,20100519,104,"NYALA",24.88,12.05,"H"
2003,"Violence against civilians","Janjaweed","Civilians (Sudan)","Sudan","West Darfur","West Darfur",12.88,22.96,627700,20031011,104.19,"GENINA",22.45,13.48,"H"
1998,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Upper Nile","Adet village",6.58,31.54,628400,19980331,104.4,"MALKAL",31.64,9.55,"H"
2002,"Violence against civilians","Unidentified Armed Group (Sudan)","Fur Ethnic Group","Sudan","Darfur","Darfur",13,25,627600,20020401,104.4,"EL FASHER",25.33,13.61,"H"
2003,"Battles","SLM/A: Sudan Liberation Movement/Army","Military Forces of Sudan (1989-)","Sudan","Northern Darfur","El Fashir",13.63,25.35,627600,20030529,104.4,"EL FASHER",25.33,13.61,"H"
2005,"Riots","Rioters (Sudan)","","Sudan","South Darfur","Adilah",14.86,33.22,627510,20050307,104.4,"WAD MEDANI",33.48,14.39,"M"
2007,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Darfur","Darfur",13,25,627600,20070529,104.4,"EL FASHER",25.33,13.61,"H"
2008,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","North Darfur","Al-Malha Wells",15.13,26.2,627810,20080505,104.4,"EN NAHUD",28.43,12.69,"H"
2008,"Battles","SLA-Minnawi: Sudan Liberation Army-Minnawi Faction","SLM/A-FW: Sudan Liberation Movement/Army-Free Will","Sudan","North Darfur","Kafut (Kafod)",13.86,24.89,627600,20080524,104.4,"EL FASHER",25.33,13.61,"H"
1998,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Al Qadarif","Khatir military camp",14.03,35.38,627520,19980331,104.5,"GEDAREF",35.4,14.03,"M"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Upper Nile","Riel",8.86,33.18,628400,20020521,104.5,"MALKAL",31.64,9.55,"H"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Upper Nile","Rierle",7.91,32.63,628400,20020521,104.5,"MALKAL",31.64,9.55,"H"
2005,"Battles","Janjaweed","UNMIS: United Nations Mission in Sudan","Sudan","North Darfur","Saraf Umra",13.44,23.26,627700,20050310,104.5,"GENINA",22.45,13.48,"H"
2005,"Battles","Unidentified Armed Group (Sudan)","UNMIS: United Nations Mission in Sudan","Sudan","West Darfur","West Darfur",12.88,22.96,627700,20050310,104.5,"GENINA",22.45,13.48,"H"
2005,"Violence against civilians","Janjaweed","Civilians (Sudan)","Sudan","Northern Darfur","El Geneina",13.44,22.45,627700,20050310,104.5,"GENINA",22.45,13.48,"H"
2005,"Violence against civilians","Janjaweed","Civilians (Sudan)","Sudan","Northern Darfur","El Geneina",13.44,22.45,627700,20050310,104.5,"GENINA",22.45,13.48,"H"
2008,"Battles","Unidentified Armed Group (Sudan)","Police Forces of Sudan (1989-)","Sudan","Northern Kordofan","Al-Nuhud",12.69,28.43,627810,20080322,104.5,"EN NAHUD",28.43,12.69,"H"
2008,"Battles","Military Forces of Chad (1991-)","Military Forces of Sudan (1989-)","Sudan","West Darfur","West Darfur",12.88,22.96,627700,20080516,104.5,"GENINA",22.45,13.48,"H"
2008,"Battles","Unidentified Armed Group (Sudan)","UNAMID: African Union-United Nations Hybrid Operation in Darfur","Sudan","Northern Darfur","El Geneina",13.44,22.45,627700,20080516,104.5,"GENINA",22.45,13.48,"H"
2008,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Southern Kordofan","Dilling",12.05,29.64,627710,20080602,104.5,"EL OBEID",30.23,13.16,"H"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","White Nile","Al Jabalayn",12.59,32.8,627720,19981024,104.69,"AROMA",32.66,13.16,"M"
2000,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,20000528,104.69,"KASSALA",36.4,15.46,"M"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Bahr el Ghazal","Tama",10.33,25.2,627900,20020525,104.69,"NYALA",24.88,12.05,"H"
2005,"Violence against civilians","Police Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","South Darfur","Nyala",12.05,24.88,627900,20050420,104.69,"NYALA",24.88,12.05,"H"
2005,"Violence against civilians","Police Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","South Darfur","Nyala",12.05,24.88,627900,20050420,104.69,"NYALA",24.88,12.05,"H"
1998,"Battles","Arab Ethnic Militia (Sudan)","Messalit Ethnic Militia","Sudan","West Darfur","West Darfur",12.88,22.96,627700,19980415,104.9,"GENINA",22.45,13.48,"H"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Blue Nile","Kurmuk",10.55,34.28,628050,19980502,104.9,"DAMAZINE",34.38,11.78,"H"
1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Blue Nile","Wadega",10.5,33.91,628050,19980502,104.9,"DAMAZINE",34.38,11.78,"H"
1998,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Kassala","Shallalob",15.59,36.38,627300,19980605,104.9,"KASSALA",36.4,15.46,"M"
1998,"Riots","Protesters (Sudan)","Police Forces of Sudan (1989-)","Sudan","Khartoum","Khartoum",15.54,32.53,627210,19980804,104.9,"KHARTOUM",32.54,15.6,"M"
1999,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Khartoum","Khartoum North",15.54,32.53,627210,19990416,104.9,"KHARTOUM",32.54,15.6,"M"
1999,"Battles","SAF: Sudan Alliance Forces","Military Forces of Sudan (1989-)","Sudan","Blue Nile","Abu Gedaf area",11.48,34.83,628050,19990519,104.9,"DAMAZINE",34.38,11.78,"H"
1999,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990530,104.9,"KASSALA",36.4,15.46,"M"
1999,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990530,104.9,"KASSALA",36.4,15.46,"M"
1999,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990530,104.9,"KASSALA",36.4,15.46,"M"
1999,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990530,104.9,"KASSALA",36.4,15.46,"M"
1999,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990603,104.9,"KASSALA",36.4,15.46,"M"
1999,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990603,104.9,"KASSALA",36.4,15.46,"M"
2000,"Battles","NDA: National Democratic Alliance","Unidentified Armed Group (Sudan)","Sudan","Bahr el Ghazal","Aweil",8.76,27.39,628090,20000319,104.9,"BABANUSA",27.81,11.33,"H"
2001,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Blue Nile","Ad-Damazin",11.76,34.34,628050,20010424,104.9,"DAMAZINE",34.38,11.78,"H"
2001,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Blue Nile","Yaradda",11.25,34.91,628050,20010424,104.9,"DAMAZINE",34.38,11.78,"H"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Upper Nile","Malakal",9.53,31.65,628400,20020416,104.9,"MALKAL",31.64,9.55,"H"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Upper Nile","Malakal",9.53,31.65,628400,20020416,104.9,"MALKAL",31.64,9.55,"H"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Upper Nile","Rierle",7.91,32.63,628400,20020416,104.9,"MALKAL",31.64,9.55,"H"
2002,"Battles","Military Forces of Sudan (1989-)","SPLA/M: Sudanese People's Liberation Army/Movement","Sudan","Red Sea","Hamashkoreb",17.15,36.68,627300,20021002,104.9,"KASSALA",36.4,15.46,"M"
2002,"Battles","Military Forces of Sudan (1989-)","SPLA/M: Sudanese People's Liberation Army/Movement","Sudan","Kassala","Kassala",15.45,36.39,627300,20021002,104.9,"KASSALA",36.4,15.46,"M"
2002,"Battles","Military Forces of Sudan (1989-)","SPLA/M: Sudanese People's Liberation Army/Movement","Sudan","Kassala","Kassala",15.45,36.39,627300,20021002,104.9,"KASSALA",36.4,15.46,"M"
2004,"Riots","Protesters (Sudan)","","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20040804,104.9,"KHARTOUM",32.54,15.6,"M"
2005,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","South Darfur","South Darfur",11,25,627900,20050510,104.9,"NYALA",24.88,12.05,"H"
2005,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","South Darfur","South Darfur",11,25,627900,20050510,104.9,"NYALA",24.88,12.05,"H"
2005,"Battles","SLM/A: Sudan Liberation Movement/Army","African Union Forces (2002-)","Sudan","North Darfur","Umm Keddada",13.6,26.7,627810,20050511,104.9,"EN NAHUD",28.43,12.69,"H"
2006,"Violence against civilians","LRA: Lord's Resistance Army","Civilians (Sudan)","Sudan","Equatoria","Magwe",4.13,32.28,629410,20060102,104.9,"JUBA",31.6,4.86,"H"
2007,"Battles","Unidentified Armed Group (Sudan)","UNAMID: African Union-United Nations Hybrid Operation in Darfur","Sudan","Northern Darfur","El Fashir",13.63,25.35,627600,20070526,104.9,"EL FASHER",25.33,13.61,"H"
2008,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Northern Darfur","El Geneina",13.44,22.45,647560,20080421,104.9,"ABECHE",20.85,13.85,"H"
2008,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Northern Darfur","El Geneina",13.44,22.45,647560,20080421,104.9,"ABECHE",20.85,13.85,"H"
2008,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Southern Kordofan","Neem and Heglig oil fields",11.98,27.88,627810,20080515,104.9,"EN NAHUD",28.43,12.69,"H"
2008,"Battles","SLM/A: Sudan Liberation Movement/Army","Military Forces of Sudan (1989-)","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20080718,104.9,"KHARTOUM",32.54,15.6,"M"
2008,"Battles","Military Forces of Chad (1991-)","Military Forces of Sudan (1989-)","Sudan","Khartoum","Khartoum North",15.54,32.53,627210,20080718,104.9,"KHARTOUM",32.54,15.6,"M"
2008,"Battles","Military Forces of Sudan (1989-)","Military Forces of Chad (1991-)","Sudan","Khartoum","Khartoum North",15.54,32.53,627210,20080718,104.9,"KHARTOUM",32.54,15.6,"M"
2008,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Northern","Jebel Beres",19.53,28.95,626500,20080910,104.9,"DONGOLA",30.48,19.16,"M"
1998,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Kassala","Kassala",15.45,36.39,627300,19980629,105.09,"KASSALA",36.4,15.46,"M"
2000,"Riots","Protesters (Sudan)","Police Forces of Sudan (1989-)","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20000911,105.09,"KHARTOUM",32.54,15.6,"M"
2002,"Battles","Rizaygat Ethnic Militia","Maalia Ethnic Militia","Sudan","Northern Kordofan","Adila town",12.69,28.43,627810,20020516,105.09,"EN NAHUD",28.43,12.69,"H"
2007,"Battles","Unidentified Armed Group (Sudan)","SLM/A: Sudan Liberation Movement/Army","Sudan","South Darfur","Nyala",12.05,24.88,627900,20070325,105.09,"NYALA",24.88,12.05,"H"
2005,"Battles","Unidentified Armed Group (Sudan)","SLM/A: Sudan Liberation Movement/Army","Sudan","Darfur","Jebel Marra",13.75,24.5,627900,20050220,105.3,"NYALA",24.88,12.05,"H"
2005,"Battles","Janjaweed","SLM/A: Sudan Liberation Movement/Army","Sudan","Darfur","Jebel Marra",13.75,24.5,627900,20050220,105.3,"NYALA",24.88,12.05,"H"
2005,"Battles","JEM: Justice and Equality Movement","Military Forces of Sudan (1989-)","Sudan","South Darfur","Nyala",12.05,24.88,627900,20050220,105.3,"NYALA",24.88,12.05,"H"
2005,"Battles","Janjaweed","African Union Forces (2002-)","Sudan","South Darfur","South Darfur",11,25,627900,20050220,105.3,"NYALA",24.88,12.05,"H"
2005,"Violence against civilians","Janjaweed","Civilians (Sudan)","Sudan","South Darfur","South Darfur",11,25,627900,20050220,105.3,"NYALA",24.88,12.05,"H"
2005,"Violence against civilians","NMRD: National Movement for Reform and Development","Civilians (Sudan)","Sudan","West Darfur","West Darfur",12.88,22.96,627900,20050220,105.3,"NYALA",24.88,12.05,"H"
2005,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Darfur","Darfur",13,25,627900,20050220,105.3,"NYALA",24.88,12.05,"H"
2005,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","South Darfur","Kas",12.5,24.28,627900,20050220,105.3,"NYALA",24.88,12.05,"H"
2006,"Battles","Military Forces of  Uganda (1986-)","LRA: Lord's Resistance Army","Sudan","East Equatoria","Juba",4.84,31.61,629410,20060218,105.3,"JUBA",31.6,4.86,"H"
2009,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","South Darfur","Ed al Fursan near Kubbum",11.78,23.78,627600,20090413,105.3,"EL FASHER",25.33,13.61,"H"
2005,"Battles","SLM/A: Sudan Liberation Movement/Army","JEM: Justice and Equality Movement","Sudan","South Darfur","Muhajiriya",12,25.63,627900,20050524,105.4,"NYALA",24.88,12.05,"H"
2005,"Violence against civilians","Janjaweed","Civilians (Sudan)","Sudan","South Darfur","Nyala",12.05,24.88,627900,20050524,105.4,"NYALA",24.88,12.05,"H"
2005,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","South Darfur","Nyala",12.05,24.88,627900,20050524,105.4,"NYALA",24.88,12.05,"H"
2005,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","North Darfur","Kutum",14.19,24.66,627900,20050524,105.4,"NYALA",24.88,12.05,"H"
2005,"Violence against civilians","Police Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","South Darfur","Nyala",12.05,24.88,627900,20050524,105.4,"NYALA",24.88,12.05,"H"
2005,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","South Darfur","South Darfur",11,25,627900,20050524,105.4,"NYALA",24.88,12.05,"H"
2007,"Battles","Unidentified Armed Group (Sudan)","African Union Forces (2002-)","Sudan","Darfur","Darfur",13,25,627600,20070409,105.4,"EL FASHER",25.33,13.61,"H"
2007,"Battles","JEM: Justice and Equality Movement","Military Forces of Sudan (1989-)","Sudan","Darfur","Difa",12.85,26.13,627600,20070409,105.4,"EL FASHER",25.33,13.61,"H"
2007,"Battles","Military Forces of Chad (1991-)","Military Forces of Sudan (1989-)","Sudan","Northern Darfur","El Fashir",13.63,25.35,627600,20070409,105.4,"EL FASHER",25.33,13.61,"H"
2007,"Violence against civilians","JEM: Justice and Equality Movement","Civilians (Sudan)","Sudan","Darfur","Difa",12.85,26.13,627600,20070409,105.4,"EL FASHER",25.33,13.61,"H"
2008,"Violence against civilians","Police Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20080413,105.4,"KHARTOUM",32.54,15.6,"M"
1998,"Violence against civilians","SPLA/M: Sudanese People's Liberation Army/Movement","Civilians (Sudan)","Sudan","South Darfur","Nyala",12.05,24.88,627900,19980505,105.8,"NYALA",24.88,12.05,"H"
1999,"Violence against civilians","SSDF-Byel: South Sudan Defense Forces-Byel","Civilians (Foreign)","Sudan","Western Upper Nile","Kok",10.05,30.03,628100,19990504,105.8,"KADOGLLI",29.71,11,"H"
1999,"Violence against civilians","Byel Militia (Sudan)","Civilians (Sudan)","Sudan","Western Upper Nile","Kok",10.05,30.03,628100,19990504,105.8,"KADOGLLI",29.71,11,"H"
2000,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Blue Nile","Shali al Fil",10.23,34.01,628050,20000408,105.8,"DAMAZINE",34.38,11.78,"H"
2000,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628100,20000603,105.8,"KADOGLLI",29.71,11,"H"
2000,"Riots","Rioters (Sudan)","Police Forces of Sudan (1989-)","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20001008,105.8,"KHARTOUM",32.54,15.6,"M"
2001,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Southern Kordofan","Kadugli",11.01,29.71,628100,20010417,105.8,"KADOGLLI",29.71,11,"H"
2001,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Southern Kordofan","Kadugli",11.01,29.71,628100,20010417,105.8,"KADOGLLI",29.71,11,"H"
2001,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","West Darfur State","Jebel Moyah",13.5,33.33,627620,20010606,105.8,"SENNAR",33.61,13.55,"H"
2002,"Battles","LRA: Lord's Resistance Army","Military Forces of Sudan (1989-)","Sudan","Central","Aj Jabalen",12.6,32.79,627720,20020318,105.8,"AROMA",32.66,13.16,"M"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Upper Nile","Rierle",7.91,32.63,628400,20020414,105.8,"MALKAL",31.64,9.55,"H"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Upper Nile","Rierle",7.91,32.63,628400,20020414,105.8,"MALKAL",31.64,9.55,"H"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Upper Nile","El Biera",9.61,29.93,628100,20020416,105.8,"KADOGLLI",29.71,11,"H"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Upper Nile","El Biera",9.61,29.93,628100,20020416,105.8,"KADOGLLI",29.71,11,"H"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Upper Nile","El Biera",9.61,29.93,628100,20020416,105.8,"KADOGLLI",29.71,11,"H"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Upper Nile","Malakal",9.53,31.65,628400,20020419,105.8,"MALKAL",31.64,9.55,"H"
2002,"Violence against civilians","Unidentified Ethnic Militia (Sudan)","Civilians (Sudan)","Sudan","West Darfur","West Darfur",12.88,22.96,627700,20020424,105.8,"GENINA",22.45,13.48,"H"
2002,"Riots","","Nuer Ethnic Group/ al-Nowair - Militia (Sudan)","Sudan","Khartoum","Khartoum North",15.54,32.53,627210,20020706,105.8,"KHARTOUM",32.54,15.6,"M"
2003,"Violence against civilians","Janjaweed","Civilians (Sudan)","Sudan","Khartoum","Kalakilah",15.46,32.46,627210,20030719,105.8,"KHARTOUM",32.54,15.6,"M"
2004,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Darfur","Kabirah",12.5,22.68,647560,20040524,105.8,"ABECHE",20.85,13.85,"H"
2005,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","South Darfur","South Darfur",11,25,627900,20050310,105.8,"NYALA",24.88,12.05,"H"
2005,"Battles","SLM/A: Sudan Liberation Movement/Army","Janjaweed","Sudan","North Darfur","North Darfur",16,26,627600,20050415,105.8,"EL FASHER",25.33,13.61,"H"
2005,"Battles","SLM/A: Sudan Liberation Movement/Army","Janjaweed","Sudan","North Darfur","North Darfur",16,26,627600,20050415,105.8,"EL FASHER",25.33,13.61,"H"
2005,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Darfur","Kebkabiya",13.64,24.08,627600,20050415,105.8,"EL FASHER",25.33,13.61,"H"
2005,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Darfur","Wadi Golo",13.5,25.38,627600,20050415,105.8,"EL FASHER",25.33,13.61,"H"
2005,"Violence against civilians","SLM/A: Sudan Liberation Movement/Army","Civilians (Sudan)","Sudan","North Darfur","Sarafiyah",13.68,25.03,627600,20050415,105.8,"EL FASHER",25.33,13.61,"H"
2006,"Battles","SLA-Minnawi: Sudan Liberation Army-Minnawi Faction","SLM/A: Sudan Liberation Movement/Army","Sudan","Northern Darfur","El Fashir",13.63,25.35,627600,20060607,105.8,"EL FASHER",25.33,13.61,"H"
2006,"Battles","Military Forces of Sudan (1989-)","NRF: National Redemption Front","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20061018,105.8,"KHARTOUM",32.54,15.6,"M"
2007,"Battles","Military Forces of Chad (1991-)","Military Forces of Sudan (1989-)","Sudan","West Darfur","West Darfur",12.88,22.96,627700,20070404,105.8,"GENINA",22.45,13.48,"H"
2008,"Battles","Misseriya Ethnic Militia","SPLA/M: Sudanese People's Liberation Army/Movement","Sudan","Unity State","Unity State",9.5,30,628100,20080310,105.8,"KADOGLLI",29.71,11,"H"
2008,"Riots","Rioters (Sudan)","","Sudan","Southern Kordofan","Julud",11.68,30.51,628100,20080311,105.8,"KADOGLLI",29.71,11,"H"
2008,"Violence against civilians","Rioters (Sudan)","Civilians (Sudan)","Sudan","Southern Kordofan","Julud",11.68,30.51,628100,20080311,105.8,"KADOGLLI",29.71,11,"H"
2008,"Battles","Misseriya Ethnic Militia","SPLA/M: Sudanese People's Liberation Army/Movement","Sudan","Southern Kordofan","Near Heglig oil fields",11.98,27.88,627810,20080425,105.8,"EN NAHUD",28.43,12.69,"H"
2008,"Battles","Military Forces of Sudan (1989-)","Eastern Front","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20080921,105.8,"KHARTOUM",32.54,15.6,"M"
2009,"Battles","Military Forces of Sudan (1989-)","JEM: Justice and Equality Movement","Sudan","South Darfur","Muhajiriya",12,25.63,628090,20090224,105.8,"BABANUSA",27.81,11.33,"H"
2010,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Rizaiqat Ethnic Group","Sudan","Bahr el Ghazal","Radom",9.85,24.83,627900,20100423,105.8,"NYALA",24.88,12.05,"H"
2000,"Riots","Rioters (Sudan)","Police Forces of Sudan (1989-)","Sudan","Red Sea","Port Sudan",19.1,37.31,626410,20000914,106.19,"PORT SUDAN",37.21,19.58,"H"
2004,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Darfur","Mugjir",11.94,23.28,647560,20040419,106.19,"ABECHE",20.85,13.85,"H"
2004,"Violence against civilians","Janjaweed","Civilians (Sudan)","Sudan","Darfur","Taringa",13.3,23.43,647560,20040419,106.19,"ABECHE",20.85,13.85,"H"
2004,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Darfur","Garsila",12.36,23.13,647560,20040419,106.19,"ABECHE",20.85,13.85,"H"
2008,"Battles","Military Forces of Sudan (1989-)","SLM/A: Sudan Liberation Movement/Army","Sudan","Western Darfur","Jebel Mun",14.13,22.7,647560,20080501,106.19,"ABECHE",20.85,13.85,"H"
2000,"Battles","NDA: National Democratic Alliance","Unidentified Armed Group (Sudan)","Sudan","Bahr el Ghazal","Aweil",8.76,27.39,628090,20000320,106.3,"BABANUSA",27.81,11.33,"H"
2009,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20090804,106.3,"KHARTOUM",32.54,15.6,"M"
2000,"Battles","BC: Beja Congress","Military Forces of Sudan (1989-)","Sudan","Red Sea","Red Sea Mountains",23,35,624140,20000501,106.5,"ASSWAN",32.78,23.96,"M"
2004,"Violence against civilians","Janjaweed","Civilians (Sudan)","Sudan","Khartoum","Soba Sharq",15.48,32.68,627210,20040731,106.5,"KHARTOUM",32.54,15.6,"M"
1997,"Riots","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627510,19970524,106.69,"WAD MEDANI",33.48,14.39,"M"
1997,"Riots","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Southern Kordofan","Ras al-Fil",11.88,30.65,627510,19970524,106.69,"WAD MEDANI",33.48,14.39,"M"
1998,"Battles","Military Forces of Eritrea (1993-)","Military Forces of Sudan (1989-)","Sudan","Kassala","Abu Gamal",15.16,36.43,627300,19980315,106.69,"KASSALA",36.4,15.46,"H"
1998,"Battles","Military Forces of Eritrea (1993-)","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19980315,106.69,"KASSALA",36.4,15.46,"H"
1998,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19980315,106.69,"KASSALA",36.4,15.46,"H"
